Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option
9Q62RHYWFXMNJ,Ritz Original,,,$6.99,Fixed,,$0.00,044000031114,,,No,Yes,No,,,,,,
JJBQV9PWWBDBJ,Keebler Fudge Stripes Cookies,,,$2.99,Fixed,,$0.00,027800053357,,,No,Yes,No,,,,,,
W2EPJGPEMBAJM,Lychee Nectar,,,$5.76,Fixed,,$0.00,829354102617,,,No,Yes,No,,,,,,
WPD6B6TY7MQX2,Organic Cranberry 2.84 L,,,$6.99,Fixed,,$0.00,096619409549,,,No,No,No,,,Soda And Drinks,Tax And Fees,,
4BT94HF3PB1HW,Snack Club Rainbow Belt Bites 3 Oz,,,$1.99,Fixed,,$0.00,087076806019,,,No,Yes,No,,,,,,
N4SMK2B30JAZM,Anchor 6pk Bottel,,,$11.99,Fixed,,$0.00,072783001307,,,No,Yes,No,,,,,,
77H0KD49S5ZZC,Yan Yan Pink,,,$2.00,Fixed,,$0.00,072320710037,,,No,Yes,No,,,,,,
9ZSXGSP2VXEHR,Jose Cuervo Especial 750,,,$26.99,Fixed,,$0.00,811538011600,,,No,Yes,No,,,,,,
5KEB3MYEJX0NP,Jose Cuervo Silver Especial 750,,,$26.99,Fixed,,$0.00,811538012591,,,No,Yes,No,,,,,,
9H03KF70ZATQP,http://pepsico.info/4908eo,,,$2.49,Fixed,,$0.00,,,,No,Yes,No,,,Snacks,,,
GT9NYHPHTDFAE,9 Nine,,,$20.00,Fixed,,$0.00,735975315193,,,No,No,No,,,Lotto And Scratchers,,,
JBG0BJCXAG53C,Ten 10,,,$10.00,Fixed,,$0.00,735975115311,,,No,No,No,,,Lotto And Scratchers,,,
50BENK6TY7QJC,Seven 7,,,$20.00,Fixed,,$0.00,735975315469,,,No,No,No,,,Lotto And Scratchers,,,
CD664PH07YC3G,Eight 8,,,$20.00,Fixed,,$0.00,735975315377,,,No,No,No,,,Lotto And Scratchers,,,
WXGMTKX7S3Q4W,Three 3,,,$20.00,Fixed,,$0.00,735975315094,,,No,No,No,,,Lotto And Scratchers,,,
0E5V4VK9VSRQA,Four 4,,,$20.00,Fixed,,$0.00,735975315285,,,No,No,No,,,Lotto And Scratchers,,,
H18EB5JF9W38Y,Twentyone 21,,,$5.00,Fixed,,$0.00,735975815266,,,No,No,No,,,Lotto And Scratchers,,,
811HJKQ163DQP,13 Thirteen,,,$10.00,Fixed,,$0.00,735975115274,,,No,No,No,,,Lotto And Scratchers,,,
JX7PV026C76XW,Fourteen 14,,,$10.00,Fixed,,$0.00,735975115458,,,No,No,No,,,Lotto And Scratchers,,,
80EAZ5E1MPE5Y,Fifteen 15,,,$10.00,Fixed,,$0.00,735975115236,,,No,No,No,,,Lotto And Scratchers,,,
EMQVB8QWCDK08,Sixteen 16,,,$10.00,Fixed,,$0.00,735975115403,,,No,No,No,,,Lotto And Scratchers,,,
33KSC6SHJ3AYY,18 Eighteen,,,$5.00,Fixed,,$0.00,735975815396,,,No,No,No,,,Lotto And Scratchers,,,
AFZG7WGMNMMDM,Nighteen 19,,,$5.00,Fixed,,$0.00,735975815358,,,No,No,No,,,Lotto And Scratchers,,,
JZEAZ5BX4JFRP,Twentyeight,,,$3.00,Fixed,,$0.00,735975615033,,,No,No,No,,,Lotto And Scratchers,,,
Z10CTSXACG52C,Twentythree 23,,,$5.00,Fixed,,$0.00,735975815440,,,No,No,No,,,Lotto And Scratchers,,,
EMZ2NN4V9M45M,22,,,$5.00,Fixed,,$0.00,735975815129,,,No,No,No,,,Lotto And Scratchers,,,
WVHA5XXH8ZY5G,Twentysix 26,,,$3.00,Fixed,,$0.00,735975615255,,,No,No,No,,,Lotto And Scratchers,,,
Q0BK9T0JFZWK0,Twentyseven 27,,,$3.00,Fixed,,$0.00,735975615217,,,No,No,No,,,Lotto And Scratchers,,,
F8TA94XE5X1MW,Thirtytwo 32,,,$2.00,Fixed,,$0.00,735975415428,,,No,No,No,,,Lotto And Scratchers,,,
P4G8SJ3K9F98C,Thirtyone 31,,,$2.00,Fixed,,$0.00,735975415343,,,No,No,No,,,Lotto And Scratchers,,,
Z29PCBTEC7Z0P,Thirty 30,,,$1.00,Fixed,,$0.00,735975215387,,,No,No,No,,,Lotto And Scratchers,,,
ZYRXYPS8YZVMT,29,,,$1.00,Fixed,,$0.00,735975215332E11,,,No,No,No,,,Lotto And Scratchers,,,
M900ZV90GS594,One 1,,,$30.00,Fixed,,$0.00,735975515326,,,No,No,No,,,Lotto And Scratchers,,,
3SVWBYTFZ8W42,Seventeen 17,,,$5.00,Fixed,,$0.00,735975815006,,,No,No,No,,,Lotto And Scratchers,,,
P2S04X0WRBAB8,20,,,$5.00,Fixed,,$0.00,735975815303,,,No,No,No,,,Lotto And Scratchers,,,
9W7J2A3RVBQYM,Pepsi,,,$2.50,Fixed,,$0.00,012000182570,,,No,Yes,No,,,Grocery,,,
R23RCF0QXPQCC,J$b Cones,,,$2.99,Fixed,,$0.00,077170119979,,,No,Yes,No,,,,,,
BMAGRZK2Z7Q0E,Big Shin 4.02 Oz,,,$2.99,Fixed,,$0.00,031146254903,,,No,Yes,No,,,,,,
VPHW5E4AMPSRJ,Smart Water 700 Ml,,,$1.99,Fixed,,$0.00,786162001511,,,No,Yes,No,,,,,,
DJFWBFMV54PCE,Knife,,,$12.99,Fixed,,$0.00,331111180795,,,No,Yes,No,,,,,,
WTBPW3P6T0WEG,Knife,,,$12.99,Fixed,,$0.00,847490078443,,,No,Yes,No,,,,,,
GWSQXZ6H71JRY,Knife,,,$12.99,Fixed,,$0.00,847490047326,,,No,Yes,No,,,,,,
AR4M1ETDAPW2Y,Kinfe,,,$12.99,Fixed,,$0.00,847490047319,,,No,Yes,No,,,,,,
WSVS94VDX10C8,Knife,,,$9.99,Fixed,,$0.00,847490090551,,,No,Yes,No,,,,,,
XZH4TQG641QC0,Knife,,,$9.99,Fixed,,$0.00,847490074445,,,No,Yes,No,,,,,,
FXJ2SG88WXX78,Knife,,,$8.99,Fixed,,$0.00,847490099110,,,No,Yes,No,,,,,,
6RQJB15CJ20KP,Knife,,,$8.99,Fixed,,$0.00,847490085106,,,No,Yes,No,,,,,,
YP1GZPSW4VYTA,Knife,,,$8.99,Fixed,,$0.00,847490002288,,,No,Yes,No,,,,,,
6D26ZRAEKW582,Knife,,,$8.99,Fixed,,$0.00,847490047036,,,No,Yes,No,,,,,,
X5B0GT9HM2HAY,Knife,,,$8.99,Fixed,,$0.00,847490011273,,,No,Yes,No,,,,,,
5SHD8PC7091V2,Knife,,,$8.99,Fixed,,$0.00,847490094917,,,No,Yes,No,,,,,,
3QQB6D63AXH7W,Knife,,,$8.99,Fixed,,$0.00,847490011280,,,No,Yes,No,,,,,,
1SJPPFPWZQYTJ,Knife,,,$8.99,Fixed,,$0.00,847490099097,,,No,Yes,No,,,,,,
E6TYP87HJQA26,Knife,,,$8.99,Fixed,,$0.00,847490046497,,,No,Yes,No,,,,,,
HZ0J1BYX3DBA0,Knife,,,$8.99,Fixed,,$0.00,847490098731,,,No,Yes,No,,,,,,
EFJQZ9J4CJAV0,Knife,,,$8.99,Fixed,,$0.00,847490001472,,,No,Yes,No,,,,,,
WRBZV1ZFVQ8MA,Knife,,,$8.99,Fixed,,$0.00,847490098687,,,No,Yes,No,,,,,,
91VE8NRDJA5C4,Knife,,,$8.99,Fixed,,$0.00,847490011280,,,No,Yes,No,,,,,,
EW2HQAND1JDMM,Knife,,,$8.99,Fixed,,$0.00,847490046534,,,No,Yes,No,,,,,,
VCRA1J68309BM,Weigh Max,,,$12.99,Fixed,,$0.00,692012112354,,,No,Yes,No,,,,,,
ATCJZWEK9EY3J,Weighmax,,,$10.99,Fixed,,$0.00,692010050412,,,No,Yes,No,,,,,,
WMH9QFJVAKT5T,Digi Weigh,,,$7.99,Fixed,,$0.00,853570006725,,,No,Yes,No,,,,,,
WMEWK909GCRA0,Weighmax,,,$6.99,Fixed,,$0.00,692017061060,,,No,Yes,No,,,,,,
6APA6MVA5GMJ6,Lighter,,,$14.99,Fixed,,$0.00,818766014298,,,No,Yes,No,,,,,,
9EJ3H5E1AYPWJ,Lighter Alpha,,,$4.99,Fixed,,$0.00,810093290338,,,No,Yes,No,,,,,,
R9P29QKFXK8J6,Gun Light,,,$4.99,Fixed,,$0.00,737488028607,,,No,Yes,No,,,,,,
NDCVHCBTMXWZ4,Lighter Fule,,,$1.99,Fixed,,$0.00,853195000023,,,No,Yes,No,,,,,,
VKJDPEAFNZWGT,Herb Grinders,,,$9.99,Fixed,,$0.00,676758703519,,,No,Yes,No,,,,,,
6CQ3MPZJV8RYT,Rock Angel Rose,,,$45.99,Fixed,,$0.00,081753833787,,,No,No,No,,,Wine,Tax And Fees,,
ACCW7WGM2ESH4,House Stark750ml,,,$149.99,Fixed,,$0.00,088076183032,,,No,Yes,No,,,,,,
4VX5YTNYKVGR0,House Tully 750ml,,,$149.99,Fixed,,$0.00,088076183025,,,No,Yes,No,,,,,,
E4TNNB2QFGFBM,Big Wave Beer,,,$11.49,Fixed,,$0.00,796030114960,,,No,Yes,No,,,,,,
JF3Y60TZCETC0,Jose Blanc750ml,,,$16.99,Fixed,,$0.00,031259046976,,,No,Yes,No,,,,,,
8C378BB7QRN6G,Jose Grigio 750ml,,,$16.99,Fixed,,$0.00,031259001456,,,No,Yes,No,,,,,,
ZJ7QTMX2WZFWE,Erath Oregon Pinto Noir 750ml,,,$23.99,Fixed,,$0.00,084687001017,,,No,Yes,No,,,,,,
GNC1YFQ43QCHE,Azteca De Ora 700 Ml,,,$23.99,Fixed,,$0.00,843750100152,,,No,Yes,No,,,,,,
YYG1YR7EA6214,Horse Soldier 95 750 Ml,,,$92.99,Fixed,,$0.00,040232690570,,,No,Yes,No,,,,,,
2YWDJWTRCTB9E,Horse Soldier 87 750 Ml,,,$92.99,Fixed,,$0.00,040232189111,,,Yes,Yes,No,,,,,,
FH8R733FPF1MG,Horse Soldier 124 875 Ml,,,$92.99,Fixed,,$0.00,040232690587,,,No,Yes,No,,,,,,
ZJD3ZQVJDMZW4,Diplomatico 750 Rum,,,$48.99,Fixed,,$0.00,7594003620394E12,,,No,No,No,,,Liquor,Tax And Fees,,
BC8XSA4Y7QSY4,Yes Way Rose Bubbles,,,$16.99,Fixed,,$0.00,084279002637,,,No,Yes,No,,,,,,
G79AMS1R69Y72,Franciscan Chardonnay,,,$16.99,Fixed,,$0.00,083085200527,,,No,No,No,,,Wine,Tax And Fees,,
WWXP6EQVPKH5C,Card Surcharge,,,$0.50,Fixed,,$0.00,028200138408,,,No,No,No,,,,,,
JBVXC0CR42RF2,Eand J 1.75l,,,$35.99,Fixed,,$0.00,085000018828,,,No,Yes,No,,,,,,
8PDK76THRQ2J2,Silver Tequila 175 Ml,,,$39.99,Fixed,,$0.00,096619881178,,,No,Yes,No,,,,,,
TP6VD3WHTFAEJ,Heineken 5 Liter,,,$29.99,Fixed,,$0.00,072890001740,,,No,Yes,No,,,,,,
S2404Z00E39FJ,London Dry Gin1.75 L,,,$29.99,Fixed,,$0.00,096619020232,,,No,Yes,No,,,,,,
PPJ91QEKQ932Y,Makers Mark 1.75,,,$59.99,Fixed,,$0.00,085246139417,,,No,No,No,,,Liquor,Tax And Fees,,
MMDYMB4DE5WRR,Sparkling Orange Mango 17 Fl Oz,,,$1.99,Fixed,,$0.00,096619995486,,,No,Yes,No,,,,,,
PFCZ4N2WJPVV8,Sparkling Black Raspberry Flavor17 Fl Oz,,,$1.99,Fixed,,$0.00,096619099481,,,No,Yes,No,,,,,,
GPR5Y4WSF66ZM,Sparkling 17 Fl Oz Kiwi Straberry,,,$1.99,Fixed,,$0.00,096619005482,,,No,Yes,No,,,,,,
BWERS3NGZNPH4,Redbull 12oz,,,$3.99,Fixed,,$0.00,,,,No,Yes,No,,,,,,
2J78A9GA05V10,Stolichnaya 200,,,$0.00,Fixed,,$0.00,811751020052E11,,,No,No,No,,,Liquor,Tax And Fees,,
6PY9A81VT4BN2,1800 Tequila 200ml,,,$9.99,Fixed,,$0.00,811538010108,,,No,Yes,No,,,Liquor,,,
DSJHHA8XFH88Y,Tikorsti Vodka 200ml,,,$9.99,Fixed,,$0.00,853134008226,,,No,Yes,No,,,,,,
WT3K3C04YNBB2,Budlight 30pk Can,,,$25.99,Fixed,,$0.00,018200530302,,,No,Yes,No,,,,,,
2CC59M5AXGS6M,Talisker Sgl Malt 10yr,,,$66.99,Fixed,,$0.00,088110170059,,,No,No,No,,,Liquor,Tax And Fees,,
SEXTTCTYYSBVM,Water Arrow,,,$0.99,Fixed,,$0.00,071142000500,,,No,Yes,No,,,,,,
FW6YVAR7GQ6EG,Martini& Rossi 350,,,$10.99,Fixed,,$0.00,011034420078,,,No,Yes,No,,,,,,
1EB6CD9DVHF4W,Melomi Wine,,,$24.99,Fixed,,$0.00,086003251311,,,No,No,No,,,Wine,Tax And Fees,,
D3ZQ9E8N5P59C,Melomi Gold,,,$24.99,Fixed,,$0.00,855165005779,,,No,Yes,No,,,,,,
51026KE7FJJM2,Bogle,,,$14.99,Fixed,,$0.00,080887493966,,,No,Yes,No,,,,,,
EDQTN2M5AHGXR,Ballatore 750ml,,,$10.99,Fixed,,$0.00,085000007570,,,No,Yes,No,,,,,,
WDSM13CNZZ0DP,Awesome Window Cleaner,,,$2.99,Fixed,,$0.00,722429320506E11,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
B1MW806Y6G9KE,La's Totally 20 Fl Oz,,,$2.99,Fixed,,$0.00,722429200167,,,No,Yes,No,,,,,,
V4DBGCDRH67PC,Laundry Detergent 42 Fl,,,$3.49,Fixed,,$0.00,722429420183,,,No,Yes,No,,,,,,
MYTCH4KKZX2EY,Tadin Turmeric Tea,,,$3.49,Fixed,,$0.00,083703301971,,,No,Yes,No,,,,,,
2FWYVNMSZ3XAE,Tanda Green Tea,,,$3.49,Fixed,,$0.00,083703300516,,,No,Yes,No,,,,,,
FB8MFRE99X86G,Takis Blue Heat,,,$2.49,Fixed,,$0.00,757528037468E11,,,No,No,No,,,Grocery,Tax And Fees,,
78WMGCA7Q6TJG,Milk 2% Half Gallon,,,$4.49,Fixed,,$0.00,072935010201,,,No,No,No,,,Grocery,Tax And Fees,,
46A02SZTJ2J3Y,Mandy's Coconut,,,$3.59,Fixed,,$0.00,819529001630,,,No,Yes,No,,,,,,
QXBPDBK5GTP10,Buchanan's 750 Ml,,,$40.99,Fixed,,$0.00,088076187887,,,No,No,No,,,Liquor,Tax And Fees,,
S2X69ZM4SVJQW,Chandon Brut,,,$0.00,Fixed,,$0.00,088076187887,,,No,No,No,,,Beer,Tax And Fees,,
SMD825ZJ0X7SE,Ipa Little,,,$0.00,Fixed,,$0.00,723830000209E11,,,No,No,No,,,Beer,Tax And Fees,,
7943W57SMTK2Y,Ben And Jerry The Tonight Dough,,,$6.99,Fixed,,$0.00,076840485116,,,No,Yes,No,,,,,,
8S04R27CBG6R2,Ben And Jerry 473 Ml Americone Dreem,,,$6.99,Fixed,,$0.00,076840102075,,,No,Yes,No,,,,,,
51XV5146CKEV4,Ben N Jerry Chocolate Chip,,,$6.99,Fixed,,$4.84,076840100583,,,No,No,No,,,Ice Cream,Tax And Fees,,
AMY9982VNNHZ0,Ben And Jerry Milk And Cookies,,,$6.99,Fixed,,$4.84,076840076574,,,No,Yes,No,,,,,,
FC8WQTS3S4Z36,Ben & jerry strawberry,,,$6.99,Fixed,,$0.00,076840400218,,,No,No,No,,,Default,Tax And Fees,,
G5J7GRJZJRMMP,Ben & Jerry Half Baked,,,$6.99,Fixed,,$0.00,076840101320,,,No,No,No,,,Ice Cream,Tax And Fees,,
HF29CC1NBX25R,Ben And Jerry Phish Food,,,$6.99,Fixed,,$4.84,076840100989,,,No,Yes,No,,,,,,
M5J3CFZQFA2A8,Super Wet Gel,,,$5.99,Fixed,,$0.00,7501101315053,,,No,Yes,No,,,,,,
56DE6VBGAYYAM,Ampro Pro Styl,,,$4.49,Fixed,,$0.00,077312004057,,,No,Yes,No,,,,,,
9JYDQMQXX4PNC,Alta Dena Milk,,,$2.39,Fixed,,$0.00,070399105655,,,No,Yes,No,,,,,,
F6KSM517Y2WAP,Alta Dena Vd Milk,,,$2.39,Fixed,,$0.00,070399100858,,,No,Yes,No,,,,,,
SKT2QCSNC892P,Sparking,,,$1.49,Fixed,,$0.00,654871180035E11,,,No,No,No,,,Default,Tax And Fees,,
ZXY5FYMJDS952,Cr G Sparkling Water,,,$1.49,Fixed,,$0.00,654871180028,,,No,Yes,No,,,,,,
WNMRTCWQ8YKY0,Lubriderm Daily Moisture Lotion,,,$5.49,Fixed,,$3.43,052800488168,,,No,Yes,No,,,,,,
4AZ9XS34HWE3E,Kr Macaroni Cheese,,,$1.49,Fixed,,$0.82,021000028092,,,No,Yes,No,,,,,,
34KS97JVZPB2T,Bounty Tawel Paper,,,$3.75,Fixed,,$0.00,037000737438,,,No,Yes,No,,,,,,
8EEQA9RMRVED6,Chinet Bowls,,,$9.99,Fixed,,$6.33,037700323368,,,No,Yes,No,,,,,,
KBRJCDQZSCKG6,Pennz 10W_40,,,$8.49,Fixed,,$5.12,071611936538,,,No,Yes,No,,,Default,,,
VBMNVAG070RMC,Pennzoil 5w-30,,,$7.99,Fixed,,$5.12,071611936095,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
Z1B7YQY7P5H66,Chev Supreme 10w-40,,,$6.59,Fixed,,$3.99,400046060,,,No,Yes,No,,,,,,
NDZ34M10Y1ASM,Supreme Chev 5w-20,,,$6.59,Fixed,,$3.99,400046034,,,No,Yes,No,,,,,,
JHF7H6T0PEYK6,Swisher Grape,,,$1.59,Fixed,,$0.00,025900206277,,,No,Yes,No,,,,,,
JDA19GVYDTKPR,Seventeen,,,$5.00,Fixed,,$0.00,735975815495,,,No,No,No,,,Lotto And Scratchers,,,
VFKHKWAJZ3GXJ,Coke Cherry 12 Pack Cans,,,$11.99,Fixed,,$0.00,049000031034,,,No,Yes,No,,,,,,
94H6B506R8VKR,Sfizio Green,,,$12.99,Fixed,,$0.00,853522006452,,,No,Yes,No,,,,,,
CP018Y5FN6GTP,Hennessee Winter Jack,,,$17.99,Fixed,,$0.00,082184056110,,,No,Yes,No,,,,,,
GBCKFGRJ2C89M,Jose Cuervo Premium 1.75,,,$49.99,Fixed,,$0.00,082000192985,,,No,Yes,No,,,,,,
PZQNMTQJVQBK8,27,,,$3.00,Fixed,,$0.00,735975615484,,,No,No,No,,,Lotto And Scratchers,,,
XFFP1JXPNEF16,Patron 375 Cocoa,,,$19.99,Fixed,,$0.00,721733001293,,,No,Yes,No,,,,,,
GPR0FEM811Q9M,Fever Tree 275 Ml Pink,,,$2.99,Fixed,,$0.00,812136030420,,,No,Yes,No,,,,,,
7Y2GNR100YS10,Ballantines Finest Whiskey 1.75,,,$34.99,Fixed,,$0.00,089540352817,,,No,Yes,No,,,,,,
489GWFJYP40EG,Conmemorativo 1.75,,,$39.99,Fixed,,$0.00,080686834045,,,No,Yes,No,,,,,,
2874FYMZHM30Y,Crown Royal 1.75,,,$49.99,Fixed,,$0.00,087000700604,,,No,No,No,,,Liquor,Tax And Fees,,
H5EEHYJD2GR5T,Merlot Cabernet,,,$11.99,Fixed,,$0.00,641586333665,,,No,Yes,No,,,,,,
D1ARW75R0W578,Faire La Fete,,,$21.99,Fixed,,$0.00,851645006748,,,No,Yes,No,,,,,,
Q1KR663CKGTPM,Bubbles Yellow Tail,,,$11.99,Fixed,,$0.00,031259014760,,,No,Yes,No,,,,,,
P3TW36TPC73P8,Private Cuvee,,,$19.99,Fixed,,$0.00,098709421288,,,No,Yes,No,,,,,,
Y2BKS8Z9P7FBP,Root 1,,,$15.99,Fixed,,$0.00,098709302808,,,No,Yes,No,,,,,,
C0971NB9DX1XT,Metaxa  1888 750ml,,,$29.99,Fixed,,$0.00,5202795070755,,,No,Yes,No,,,,,,
F813HATGJDHRA,Pepe 750 Ml,,,$89.99,Fixed,,$0.00,081240050260,,,No,Yes,No,,,,,,
S1Y3DEVPZ1S3T,Can Opener,,,$4.99,Fixed,,$0.00,876416180649E11,,,No,No,No,,,Stationery,Tax And Fees,,
,,,,,,,,,,,,,,,,Default,,,
YEHDAZNNB5KXE,Spoons,,,$1.75,Fixed,,$0.00,050700562360,,,No,Yes,No,,,,,,
ET7ANGV9123Z8,Umbrella,,,$6.99,Fixed,,$0.00,082815011006,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
7G1YZPP8TQ86T,Vox,,,$29.99,Fixed,,$0.00,080686940463,,,No,Yes,No,,,,,,
ERXS7JAZ8DBXA,Melante Blue,,,$44.99,Fixed,,$0.00,673446000110,,,No,Yes,No,,,,,,
1RE04BN32J6PA,Melante Red,,,$40.99,Fixed,,$0.00,673446000103,,,No,Yes,No,,,,,,
HPJ295DZARMEW,E&j White Brandy,,,$7.99,Fixed,,$0.00,08537001,,,No,Yes,No,,,Liquor,,,
G75RN4CBYQ1FG,Marath Bath Tissu,,,$1.25,Fixed,,$0.00,036500303778,,,No,Yes,No,,,,,,
7JP22WCB3DV44,Red Stag 750 Ml,,,$17.99,Fixed,,$0.00,080686001713,,,No,Yes,No,,,,,,
SCX916Q471W0E,Red Stag 750 Ml Cinnmon,,,$17.99,Fixed,,$0.00,080686001591,,,No,Yes,No,,,,,,
KSBJ2W92PZ732,Monkey Shoulder 750 Ml,,,$39.99,Fixed,,$0.00,083664872541,,,No,Yes,No,,,,,,
R3DM4ADDWQKB6,House Targaryen 750ml,,,$69.99,Fixed,,$0.00,088076183049,,,No,Yes,No,,,,,,
6DZ1W1BFTK2QW,Gilbey's 1.75lit,,,$21.99,Fixed,,$0.00,080686125105,,,No,Yes,No,,,,,,
ECRWFXMA2C5KW,Bud,,,$9.99,Fixed,,$6.55,01810622,,,No,No,No,,,Default,Tax And Fees,,
JW0QR6Y00J2FT,Stella 25 Ml Can,,,$3.76,Fixed,,$2.39,018200261244,,,No,Yes,No,,,,,,
DCE3Q3PMNYHJC,White Claw Strawberry,,,$4.25,Fixed,,$0.00,635985800927,,,No,Yes,No,,,,,,
FT9JAG31MDF2E,Wclaw pineapple,,,$2.49,Fixed,,$0.00,635985800231,,,No,Yes,No,,,,,,
K0YE3T1Q23HW8,Wclaw Black Cherry,,,$2.49,Fixed,,$0.00,635985500018,,,No,Yes,No,,,,,,
YMQ3T2CJGDRP4,White Claw xxx,,,$2.49,Fixed,,$0.00,635985260868,,,No,Yes,No,,,,,,
B9C8SKTD3MY4C,White Claw Strawberry,,,$2.49,Fixed,,$0.00,635985800248,,,No,Yes,No,,,Beer,,,
KPC82DBQ2FXHA,Wclaw Blackberry,,,$2.49,Fixed,,$0.00,635985800255,,,No,Yes,No,,,,,,
BBB9KDX56Q8JC,Sapporo Reserve Beer,,,$3.49,Fixed,,$0.00,087975726500,,,No,Yes,No,,,,,,
2P3BCMPX1YVW2,Wild Turkey Bourbon Whiskey,,,$21.99,Fixed,,$0.00,721059847506E11,,,No,No,No,,,Liquor,Tax And Fees,,
9WSAJA6EXK48G,Bacardi Wolf Berry,,,$15.99,Fixed,,$0.00,080480003135,,,No,Yes,No,,,,,,
3N1AAAV4F27W8,Imperia Vidka Short,,,$3.99,Fixed,,$0.00,088320001525,,,No,Yes,No,,,,,,
VSD41R2TY2ZYA,Long Board  6 Pack,,,$11.99,Fixed,,$0.00,796030114946,,,No,Yes,No,,,Beer,,,
TFJETPSQS3FZG,Pepsi 12 Oz,,,$0.99,Fixed,,$0.00,01280504,,,No,Yes,No,,,Soda And Drinks,,,
FFA02X56QZX1G,Rumple 750 Ml,,,$34.99,Fixed,,$22.25,086767520067,,,No,Yes,No,,,,,,
BCMM5QKWME04A,03 1 L,,,$29.99,Fixed,,$0.00,080686405016,,,No,Yes,No,,,Liquor,,,
HZTRDDGQEJ7R6,New Amsterdam,,,$6.99,Fixed,,$10.75,085000434437,,,No,Yes,No,,,Beer,,,
YFQ00GKTAS9CW,Andre Mimosa,,,$4.54,Fixed,,$6.99,085000034330,,,No,Yes,No,,,Wine,,,
HXZWC57HSSK70,Butane,,,$3.99,Fixed,,$0.00,037900991428,,,No,No,No,,,Default,Tax And Fees,,
EMQA1ZWNYQHFA,Welch Small99,,,$0.00,Fixed,,$0.00,034856008187,,,No,Yes,No,,,,,,
2C0C0THTSVW02,Teremana Anejo 750 Ml,,,$49.99,Fixed,,$42.79,850015640124,,,No,Yes,No,,,Liquor,,,
5GE62TEDE68F0,Glenmoragie,,,$35.99,Fixed,,$0.00,081753834395,,,No,No,No,,,Default,Tax And Fees,,
FHFQ2X4G9C6MR,Patron Anejo 750,,,$0.00,Fixed,,$0.00,721733000012E11,,,No,No,No,,,Liquor,Tax And Fees,,
AR88DFPFNT756,Patron 750,,,$0.00,Fixed,,$0.00,7721733000012,,,No,Yes,No,,,,,,
J3VBQW6AFMR4P,Heineken Can 11.2oz,,,$9.99,Fixed,,$0.00,072890006202,,,No,Yes,No,,,,,,
1X5CYFJRA1SG8,Neon $20,,,$20.00,Fixed,,$0.00,735975315506,,,No,No,No,,,Lotto And Scratchers,,,
732C925H4DW3R,Snus Smooth Regular,,,$9.99,Fixed,,$6.84,012300501095,,,No,Yes,No,,,Cigarette,,,
HMR3N9H6X4QX0,Snus Max Large,,,$9.99,Fixed,,$6.84,012300501149,,,No,Yes,No,,,Cigarette,,,
80JXSGKA09QD0,Snapple Black Cherry,,,$2.29,Fixed,,$0.00,076183164259,,,No,Yes,No,,,,,,
1JE60CVMDTV4T,Athletic Upside Dawn 12 Pack Cans,,,$12.29,Fixed,,$8.55,855352008071,,,No,Yes,No,,,,,,
EMWM16CHV0X4J,Saffron Road Crunchy Chickpeas,,,$5.19,Fixed,,$0.00,857063002478,,,No,Yes,No,,,Grocery,,,
GF6T63BJNG432,CB Vermouth 1l,,,$26.99,Fixed,,$0.00,898563002520,,,No,Yes,No,,,Liquor,,,
TEFJ2Y9XJ0ATE,KkBK,,,$2.99,Fixed,,$0.00,034000245222,,,No,No,No,,,Grocery,Tax And Fees,,
JQNFMQGXATTAE,Eagle Safe Stop,,,$2.99,Fixed,,$0.00,853195000467,,,No,Yes,No,,,,,,
Y0JSXBBAPHYEM,Scorch Torch,,,$10.99,Fixed,,$0.00,818766013635,,,No,Yes,No,,,,,,
FTR3RH5BSPS8M,Herradura  Anejo 375,,,$22.99,Fixed,,$0.00,744607013604,,,No,Yes,No,,,,,,
QC91M5RX8VJDJ,Get Music,,,$5.00,Fixed,,$0.00,735975815532,,,No,No,No,,,Lotto And Scratchers,,,
E5MQXN41ESWR8,Mystery Cross Word,,,$10.00,Fixed,,$0.00,735975115540,,,No,No,No,,,Lotto And Scratchers,,,
TQJ2B4EYJWYQG,Lucky Win,,,$3.00,Fixed,,$0.00,735975615521,,,No,No,No,,,Lotto And Scratchers,,,
GWAJC6SB342BR,Year Rabbit,,,$1.00,Fixed,,$0.00,735975215479,,,No,No,No,,,Lotto And Scratchers,,,
BPJA45PHZKZKY,The Money,,,$2.00,Fixed,,$0.00,735975415510,,,No,No,No,,,Lotto And Scratchers,,,
D4YAYFB5ZG35M,Aged White Cheddar Rice And Corn Puffs,,,$4.29,Fixed,,$2.66,015665601004,,,No,Yes,No,,,Grocery,,,
GSTZ2FGNWGWXE,Dotitos Large,,,$0.00,Fixed,,$0.00,028400516464,,,No,Yes,No,,,,,,
DV18W8CDMS09C,Nyquil,,,$1.99,Fixed,,$0.00,91637358,,,No,Yes,No,,,,,,
RPSJJZNJSFPBW,Jalapeno Cashews,,,$2.49,Fixed,,$0.00,010300884392,,,No,No,No,,,Grocery,Tax And Fees,,
